date,ccf_fwhm_obs,ccf_fwhm_sid,ccf_contrast_obs,ccf_contrast_sid,ccf_area,ccf_rv_fit,ccf_rv_top,ccf_rv_bottom,ccf_bis,ccf_curv
2021-01-01,6732.050683868266,6777.78741080193,0.5393790871361773,0.5357393397485918,3865.2153100050177,596.4203797923651,568.5012450125516,595.1688120490145,-26.667567036462856,3.7737608734618107
2021-01-03,6732.555064080326,6778.42996366382,0.5393677433161291,0.5357174229328189,3865.4236041079625,596.2269961022113,568.1595241095915,595.0146969197276,-26.855172810136082,3.605101935276707
2021-01-04,6731.647393489505,6777.602060264563,0.5394140526953336,0.5357566244744105,3865.234310122657,595.5764679107047,567.0318678685701,594.3211715229668,-27.28930365439669,3.323926476623228
2021-01-07,6731.349559646588,6777.52186733189,0.5395251656302281,0.5358496154159949,3865.859454832635,595.6495491252684,566.8737492503305,594.4125039841387,-27.538754733808105,3.710248355253384
2021-01-09,6732.069873074057,6778.405213527695,0.5395599968803326,0.5358717110132204,3866.522738741907,595.9981290120646,567.072983820262,594.7473491310477,-27.674365310785674,3.062496801038833
2021-01-10,6731.11949239096,6777.538117061448,0.5396010458332791,0.535905376700075,3866.2710114617053,596.2751466303544,567.1922807493715,595.0260964235879,-27.83381567421634,3.277049112674945
2021-01-11,6730.963128151069,6777.453902630887,0.5396410438482065,0.5359393100658696,3866.4677791017502,596.1253660152764,566.8019596095452,594.8752561562137,-28.07329654666853,3.5286918691574556
2021-01-12,6731.5590194535025,6778.133659984718,0.5396371188534423,0.5359291062811502,3866.781952359775,596.2154083838116,567.3827861444806,594.9047761448061,-27.521990000325445,3.4844908199777365
2021-01-15,6732.046282423233,6778.844415348849,0.539461486101606,0.5357372834517162,3865.8032572943266,595.4919218331889,566.6740314570256,594.1994757802576,-27.52544432323191,3.2690814754816984
2021-01-16,6731.866232940056,6778.740205369339,0.5394497786144715,0.5357195642555073,3865.6159717745063,595.7260171770528,566.7399898025196,594.444058043362,-27.70406824084239,3.3044983213616206
2021-01-17,6731.443858875607,6778.3996408123,0.5395026997619496,0.5357654206892092,3865.7526345837723,594.7565815715021,565.7568838067857,593.4874893652138,-27.730605558428124,3.363907321384545
2021-01-30,6730.774320534452,6778.660090262042,0.5395401776002494,0.5357287611316078,3865.6366472012187,596.1445512066318,568.1254621611303,594.9033369099448,-26.777874748814497,3.3896034414822225
2021-01-31,6730.9231485992195,6778.873943448238,0.5395143291605768,0.5356980403297913,3865.5369224589977,595.6142170516398,567.27721374258,594.3815296987605,-27.10431595618047,3.4661417476723955
2021-02-03,6729.513967471013,6777.682231379058,0.5396265381014638,0.535791469915659,3865.531427918602,595.5734935675612,566.6911468035123,594.3646098120944,-27.673463008582075,3.395264299370524
2021-02-04,6729.554385781331,6777.793414256603,0.5396386900439297,0.5357979642288537,3865.641693875617,594.5757196774132,565.6430786760307,593.3191188777487,-27.676040201718024,2.9727022365642597
2021-02-06,6729.86059515205,6778.224939217296,0.5397001543156394,0.5358492576296404,3866.2579014894814,594.8772724153274,566.2857617721013,593.6204818650209,-27.33472009291961,3.6274684646510877
2021-02-08,6730.524582774485,6778.996752347727,0.5396450173810964,0.5357863690076785,3866.244333504307,596.1757545254467,567.2290087069757,594.9605759303009,-27.731567223325214,3.2799140297780696
2021-02-11,6730.002976141697,6778.621419210247,0.5396358651749864,0.5357654239796121,3865.879139571137,595.1230539225865,566.507948820338,593.8956511730403,-27.387702352702263,3.0935212789969455
2021-02-12,6730.415338360711,6779.084595793424,0.539621764336662,0.5357476438424151,3866.0149878573116,595.8557103355593,567.3313905016369,594.6721405464981,-27.340750044861238,3.5358965353208305
2021-02-14,6729.247587635234,6777.986912827056,0.5396994789836019,0.5358185938844793,3865.9008955078034,595.3843822032625,566.676740221546,594.1539185562779,-27.47717833473189,3.143517446374858
2021-02-18,6729.679422675882,6778.540556659396,0.539635169451732,0.5357453666104856,3865.688298678413,595.3819887448539,566.5113138506832,594.175102992974,-27.66378914229074,3.230511911437361
2021-02-20,6729.840279960801,6778.731354373932,0.5396299792968137,0.535737939902697,3865.743518261191,595.900779891137,567.4401054954157,594.630373939042,-27.190268443626337,3.5165676888182134
2021-02-21,6729.366543697638,6778.278454556273,0.5397183297038949,0.5358237338993358,3866.104266116675,596.5055256874232,567.8825436425808,595.3148593844139,-27.432315741833122,3.303037074051872
2021-02-22,6730.794116314302,6779.7084309747615,0.5395579300799108,0.535665121615037,3865.775207706727,595.6606028487,566.7486150376844,594.4434125315775,-27.69479749389302,3.187353829765925
2021-02-24,6730.961629443114,6779.9003836206175,0.5395092887109524,0.5356149966177395,3865.5229075730267,596.2135836258439,568.4706201037973,595.0289880154708,-26.558367911673486,3.5834445911729063
2021-02-25,6731.064926470262,6780.01033494386,0.5395597873935227,0.5356646643944039,3865.94405289661,596.0271906043574,567.5770985924503,594.8278128360278,-27.250714243577477,3.209397243116541
2021-03-01,6729.314702308384,6778.262788573277,0.5396950675859947,0.535797750301473,3865.9078529401977,594.2616867530573,565.5212629965401,593.0518195041042,-27.53055650756403,3.4749030029491905
2021-03-02,6730.582395356289,6779.531312732782,0.5395882327244252,0.5356923498672505,3865.8707103292827,594.3131797324203,565.3538101021798,593.149812504143,-27.79600240196328,3.2158504120156977
2021-03-05,6730.165091291671,6779.070851975713,0.5396435895139532,0.5357504777852633,3866.027599962101,596.031938806925,567.2415854830572,594.8189639325433,-27.577378449486105,3.5987700954215143
